"scenario","pve","K","coding","threshold","n_calls","n_correct","n_wrong_coding","n_wrong_snp","n_true","precision","recall","fdp"
"Additive only",0.3,5,"dominant",0.1,574,0,242,332,0,0,NA,1
"Additive only",0.3,5,"dominant",0.5,38,0,30,8,0,0,NA,1
"Additive only",0.3,5,"dominant",0.8,7,0,6,1,0,0,NA,1
"Additive only",0.3,5,"dominant",0.9,3,0,3,0,0,0,NA,1
"Additive only",0.3,5,"dominant",0.95,0,0,0,0,0,NA,NA,NA
"Additive only",0.3,5,"dominant",0.99,0,0,0,0,0,NA,NA,NA
"Additive only",0.3,5,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,1,"additive",0,930513,400,0,930113,400,0.000429870404819707,1,0.99957012959518
"Additive only",0.4,1,"additive",0.1,791,317,0,474,400,0.400758533501896,0.7925,0.599241466498104
"Additive only",0.4,1,"additive",0.5,209,183,0,26,400,0.875598086124402,0.4575,0.124401913875598
"Additive only",0.4,1,"additive",0.8,156,148,0,8,400,0.948717948717949,0.37,0.0512820512820513
"Additive only",0.4,1,"additive",0.9,137,133,0,4,400,0.970802919708029,0.3325,0.0291970802919708
"Additive only",0.4,1,"additive",0.95,123,120,0,3,400,0.975609756097561,0.3,0.024390243902439
"Additive only",0.4,1,"additive",0.99,106,106,0,0,400,1,0.265,0
"Additive only",0.4,1,"additive",1,4,4,0,0,400,1,0.01,0
"Additive only",0.4,1,"recessive",0,766682,0,325,766357,0,0,NA,1
"Additive only",0.4,1,"recessive",0.1,1,0,0,1,0,0,NA,1
"Additive only",0.4,1,"recessive",0.5,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,1,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,1,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,1,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,1,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,1,"recessive",1,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,1,"dominant",0,930513,0,400,930113,0,0,NA,1
"Additive only",0.4,1,"dominant",0.1,31,0,22,9,0,0,NA,1
"Additive only",0.4,1,"dominant",0.5,12,0,12,0,0,0,NA,1
"Additive only",0.4,1,"dominant",0.8,1,0,1,0,0,0,NA,1
"Additive only",0.4,1,"dominant",0.9,1,0,1,0,0,0,NA,1
"Additive only",0.4,1,"dominant",0.95,1,0,1,0,0,0,NA,1
"Additive only",0.4,1,"dominant",0.99,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,1,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,2,"additive",0,928421,798,0,927623,798,0.000859523858249652,1,0.99914047614175
"Additive only",0.4,2,"additive",0.1,1552,574,0,978,798,0.369845360824742,0.719298245614035,0.630154639175258
"Additive only",0.4,2,"additive",0.5,367,305,0,62,798,0.831062670299727,0.382205513784461,0.168937329700272
"Additive only",0.4,2,"additive",0.8,236,221,0,15,798,0.936440677966102,0.276942355889724,0.0635593220338983
"Additive only",0.4,2,"additive",0.9,208,196,0,12,798,0.942307692307692,0.245614035087719,0.0576923076923077
"Additive only",0.4,2,"additive",0.95,189,177,0,12,798,0.936507936507937,0.221804511278195,0.0634920634920635
"Additive only",0.4,2,"additive",0.99,142,131,0,11,798,0.922535211267606,0.164160401002506,0.0774647887323944
"Additive only",0.4,2,"additive",1,1,1,0,0,798,1,0.0012531328320802,0
"Additive only",0.4,2,"recessive",0,765050,0,648,764402,0,0,NA,1
"Additive only",0.4,2,"recessive",0.1,4,0,0,4,0,0,NA,1
"Additive only",0.4,2,"recessive",0.5,1,0,0,1,0,0,NA,1
"Additive only",0.4,2,"recessive",0.8,1,0,0,1,0,0,NA,1
"Additive only",0.4,2,"recessive",0.9,1,0,0,1,0,0,NA,1
"Additive only",0.4,2,"recessive",0.95,1,0,0,1,0,0,NA,1
"Additive only",0.4,2,"recessive",0.99,1,0,0,1,0,0,NA,1
"Additive only",0.4,2,"recessive",1,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,2,"dominant",0,928421,0,798,927623,0,0,NA,1
"Additive only",0.4,2,"dominant",0.1,110,0,64,46,0,0,NA,1
"Additive only",0.4,2,"dominant",0.5,15,0,15,0,0,0,NA,1
"Additive only",0.4,2,"dominant",0.8,1,0,1,0,0,0,NA,1
"Additive only",0.4,2,"dominant",0.9,1,0,1,0,0,0,NA,1
"Additive only",0.4,2,"dominant",0.95,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,2,"dominant",0.99,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,2,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,3,"additive",0,930513,1200,0,929313,1200,0.00128961121445912,1,0.998710388785541
"Additive only",0.4,3,"additive",0.1,2146,772,0,1374,1200,0.359739049394222,0.643333333333333,0.640260950605778
"Additive only",0.4,3,"additive",0.5,424,360,0,64,1200,0.849056603773585,0.3,0.150943396226415
"Additive only",0.4,3,"additive",0.8,272,255,0,17,1200,0.9375,0.2125,0.0625
"Additive only",0.4,3,"additive",0.9,218,210,0,8,1200,0.963302752293578,0.175,0.036697247706422
"Additive only",0.4,3,"additive",0.95,185,180,0,5,1200,0.972972972972973,0.15,0.027027027027027
"Additive only",0.4,3,"additive",0.99,125,122,0,3,1200,0.976,0.101666666666667,0.024
"Additive only",0.4,3,"additive",1,0,0,0,0,1200,NA,0,NA
"Additive only",0.4,3,"recessive",0,766682,0,980,765702,0,0,NA,1
"Additive only",0.4,3,"recessive",0.1,13,0,1,12,0,0,NA,1
"Additive only",0.4,3,"recessive",0.5,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,3,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,3,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,3,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,3,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,3,"recessive",1,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,3,"dominant",0,930513,0,1200,929313,0,0,NA,1
"Additive only",0.4,3,"dominant",0.1,242,0,132,110,0,0,NA,1
"Additive only",0.4,3,"dominant",0.5,33,0,28,5,0,0,NA,1
"Additive only",0.4,3,"dominant",0.8,6,0,6,0,0,0,NA,1
"Additive only",0.4,3,"dominant",0.9,1,0,1,0,0,0,NA,1
"Additive only",0.4,3,"dominant",0.95,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,3,"dominant",0.99,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,3,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,4,"additive",0,930513,1600,0,928913,1600,0.00171948161927883,1,0.998280518380721
"Additive only",0.4,4,"additive",0.1,2669,906,0,1763,1600,0.339452978643687,0.56625,0.660547021356313
"Additive only",0.4,4,"additive",0.5,511,411,0,100,1600,0.804305283757339,0.256875,0.195694716242661
"Additive only",0.4,4,"additive",0.8,290,265,0,25,1600,0.913793103448276,0.165625,0.0862068965517241
"Additive only",0.4,4,"additive",0.9,227,210,0,17,1600,0.92511013215859,0.13125,0.0748898678414097
"Additive only",0.4,4,"additive",0.95,181,170,0,11,1600,0.939226519337017,0.10625,0.0607734806629834
"Additive only",0.4,4,"additive",0.99,112,108,0,4,1600,0.964285714285714,0.0675,0.0357142857142857
"Additive only",0.4,4,"additive",1,0,0,0,0,1600,NA,0,NA
"Additive only",0.4,4,"recessive",0,766682,0,1303,765379,0,0,NA,1
"Additive only",0.4,4,"recessive",0.1,6,0,0,6,0,0,NA,1
"Additive only",0.4,4,"recessive",0.5,2,0,0,2,0,0,NA,1
"Additive only",0.4,4,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,4,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,4,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,4,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,4,"recessive",1,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,4,"dominant",0,930513,0,1600,928913,0,0,NA,1
"Additive only",0.4,4,"dominant",0.1,343,0,179,164,0,0,NA,1
"Additive only",0.4,4,"dominant",0.5,43,0,41,2,0,0,NA,1
"Additive only",0.4,4,"dominant",0.8,13,0,12,1,0,0,NA,1
"Additive only",0.4,4,"dominant",0.9,7,0,6,1,0,0,NA,1
"Additive only",0.4,4,"dominant",0.95,4,0,4,0,0,0,NA,1
"Additive only",0.4,4,"dominant",0.99,1,0,1,0,0,0,NA,1
"Additive only",0.4,4,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,5,"additive",0,930513,2000,0,928513,2000,0.00214935202409854,1,0.997850647975902
"Additive only",0.4,5,"additive",0.1,3018,977,0,2041,2000,0.323724320742213,0.4885,0.676275679257787
"Additive only",0.4,5,"additive",0.5,531,417,0,114,2000,0.785310734463277,0.2085,0.214689265536723
"Additive only",0.4,5,"additive",0.8,312,273,0,39,2000,0.875,0.1365,0.125
"Additive only",0.4,5,"additive",0.9,227,208,0,19,2000,0.916299559471366,0.104,0.0837004405286344
"Additive only",0.4,5,"additive",0.95,184,171,0,13,2000,0.929347826086957,0.0855,0.0706521739130435
"Additive only",0.4,5,"additive",0.99,116,107,0,9,2000,0.922413793103448,0.0535,0.0775862068965517
"Additive only",0.4,5,"additive",1,0,0,0,0,2000,NA,0,NA
"Additive only",0.4,5,"recessive",0,766682,0,1639,765043,0,0,NA,1
"Additive only",0.4,5,"recessive",0.1,17,0,2,15,0,0,NA,1
"Additive only",0.4,5,"recessive",0.5,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,5,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,5,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,5,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,5,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,5,"recessive",1,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,5,"dominant",0,930513,0,2000,928513,0,0,NA,1
"Additive only",0.4,5,"dominant",0.1,544,0,245,299,0,0,NA,1
"Additive only",0.4,5,"dominant",0.5,43,0,33,10,0,0,NA,1
"Additive only",0.4,5,"dominant",0.8,10,0,9,1,0,0,NA,1
"Additive only",0.4,5,"dominant",0.9,3,0,3,0,0,0,NA,1
"Additive only",0.4,5,"dominant",0.95,2,0,2,0,0,0,NA,1
"Additive only",0.4,5,"dominant",0.99,0,0,0,0,0,NA,NA,NA
"Additive only",0.4,5,"dominant",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,1,"additive",0,930513,0,400,930113,0,0,NA,1
"Dominant only",0.1,1,"additive",0.1,102,0,55,47,0,0,NA,1
"Dominant only",0.1,1,"additive",0.5,11,0,11,0,0,0,NA,1
"Dominant only",0.1,1,"additive",0.8,3,0,3,0,0,0,NA,1
"Dominant only",0.1,1,"additive",0.9,1,0,1,0,0,0,NA,1
"Dominant only",0.1,1,"additive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,1,"additive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,1,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,1,"recessive",0,766682,0,325,766357,0,0,NA,1
"Dominant only",0.1,1,"recessive",0.1,5,0,0,5,0,0,NA,1
"Dominant only",0.1,1,"recessive",0.5,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,1,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,1,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,1,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,1,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,1,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,1,"dominant",0,930513,400,0,930113,400,0.000429870404819707,1,0.99957012959518
"Dominant only",0.1,1,"dominant",0.1,602,219,0,383,400,0.363787375415282,0.5475,0.636212624584718
"Dominant only",0.1,1,"dominant",0.5,91,77,0,14,400,0.846153846153846,0.1925,0.153846153846154
"Dominant only",0.1,1,"dominant",0.8,59,58,0,1,400,0.983050847457627,0.145,0.0169491525423729
"Dominant only",0.1,1,"dominant",0.9,45,44,0,1,400,0.977777777777778,0.11,0.0222222222222222
"Dominant only",0.1,1,"dominant",0.95,30,30,0,0,400,1,0.075,0
"Dominant only",0.1,1,"dominant",0.99,14,14,0,0,400,1,0.035,0
"Dominant only",0.1,1,"dominant",1,0,0,0,0,400,NA,0,NA
"Dominant only",0.1,2,"additive",0,928421,0,798,927623,0,0,NA,1
"Dominant only",0.1,2,"additive",0.1,238,0,112,126,0,0,NA,1
"Dominant only",0.1,2,"additive",0.5,18,0,14,4,0,0,NA,1
"Dominant only",0.1,2,"additive",0.8,2,0,1,1,0,0,NA,1
"Dominant only",0.1,2,"additive",0.9,2,0,1,1,0,0,NA,1
"Dominant only",0.1,2,"additive",0.95,1,0,1,0,0,0,NA,1
"Dominant only",0.1,2,"additive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,2,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,2,"recessive",0,765050,0,648,764402,0,0,NA,1
"Dominant only",0.1,2,"recessive",0.1,18,0,0,18,0,0,NA,1
"Dominant only",0.1,2,"recessive",0.5,1,0,0,1,0,0,NA,1
"Dominant only",0.1,2,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,2,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,2,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,2,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,2,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,2,"dominant",0,928421,798,0,927623,798,0.000859523858249652,1,0.99914047614175
"Dominant only",0.1,2,"dominant",0.1,850,272,0,578,798,0.32,0.340852130325815,0.68
"Dominant only",0.1,2,"dominant",0.5,93,77,0,16,798,0.827956989247312,0.0964912280701754,0.172043010752688
"Dominant only",0.1,2,"dominant",0.8,34,31,0,3,798,0.911764705882353,0.0388471177944862,0.0882352941176471
"Dominant only",0.1,2,"dominant",0.9,21,19,0,2,798,0.904761904761905,0.0238095238095238,0.0952380952380952
"Dominant only",0.1,2,"dominant",0.95,13,13,0,0,798,1,0.0162907268170426,0
"Dominant only",0.1,2,"dominant",0.99,4,4,0,0,798,1,0.0050125313283208,0
"Dominant only",0.1,2,"dominant",1,0,0,0,0,798,NA,0,NA
"Dominant only",0.1,3,"additive",0,930513,0,1200,929313,0,0,NA,1
"Dominant only",0.1,3,"additive",0.1,245,0,87,158,0,0,NA,1
"Dominant only",0.1,3,"additive",0.5,8,0,5,3,0,0,NA,1
"Dominant only",0.1,3,"additive",0.8,2,0,1,1,0,0,NA,1
"Dominant only",0.1,3,"additive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,3,"additive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,3,"additive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,3,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,3,"recessive",0,766682,0,980,765702,0,0,NA,1
"Dominant only",0.1,3,"recessive",0.1,15,0,0,15,0,0,NA,1
"Dominant only",0.1,3,"recessive",0.5,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,3,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,3,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,3,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,3,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,3,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,3,"dominant",0,930513,1200,0,929313,1200,0.00128961121445912,1,0.998710388785541
"Dominant only",0.1,3,"dominant",0.1,613,182,0,431,1200,0.296900489396411,0.151666666666667,0.703099510603589
"Dominant only",0.1,3,"dominant",0.5,50,40,0,10,1200,0.8,0.0333333333333333,0.2
"Dominant only",0.1,3,"dominant",0.8,19,17,0,2,1200,0.894736842105263,0.0141666666666667,0.105263157894737
"Dominant only",0.1,3,"dominant",0.9,10,10,0,0,1200,1,0.00833333333333333,0
"Dominant only",0.1,3,"dominant",0.95,5,5,0,0,1200,1,0.00416666666666667,0
"Dominant only",0.1,3,"dominant",0.99,1,1,0,0,1200,1,0.000833333333333333,0
"Dominant only",0.1,3,"dominant",1,0,0,0,0,1200,NA,0,NA
"Dominant only",0.1,4,"additive",0,930513,0,1600,928913,0,0,NA,1
"Dominant only",0.1,4,"additive",0.1,210,0,58,152,0,0,NA,1
"Dominant only",0.1,4,"additive",0.5,8,0,7,1,0,0,NA,1
"Dominant only",0.1,4,"additive",0.8,1,0,0,1,0,0,NA,1
"Dominant only",0.1,4,"additive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,4,"additive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,4,"additive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,4,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,4,"recessive",0,766682,0,1303,765379,0,0,NA,1
"Dominant only",0.1,4,"recessive",0.1,26,0,0,26,0,0,NA,1
"Dominant only",0.1,4,"recessive",0.5,1,0,0,1,0,0,NA,1
"Dominant only",0.1,4,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,4,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,4,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,4,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,4,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,4,"dominant",0,930513,1600,0,928913,1600,0.00171948161927883,1,0.998280518380721
"Dominant only",0.1,4,"dominant",0.1,441,127,0,314,1600,0.287981859410431,0.079375,0.712018140589569
"Dominant only",0.1,4,"dominant",0.5,29,23,0,6,1600,0.793103448275862,0.014375,0.206896551724138
"Dominant only",0.1,4,"dominant",0.8,11,8,0,3,1600,0.727272727272727,0.005,0.272727272727273
"Dominant only",0.1,4,"dominant",0.9,4,3,0,1,1600,0.75,0.001875,0.25
"Dominant only",0.1,4,"dominant",0.95,2,2,0,0,1600,1,0.00125,0
"Dominant only",0.1,4,"dominant",0.99,0,0,0,0,1600,NA,0,NA
"Dominant only",0.1,4,"dominant",1,0,0,0,0,1600,NA,0,NA
"Dominant only",0.1,5,"additive",0,930513,0,2000,928513,0,0,NA,1
"Dominant only",0.1,5,"additive",0.1,182,0,47,135,0,0,NA,1
"Dominant only",0.1,5,"additive",0.5,12,0,7,5,0,0,NA,1
"Dominant only",0.1,5,"additive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,5,"additive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,5,"additive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,5,"additive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,5,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,5,"recessive",0,766682,0,1639,765043,0,0,NA,1
"Dominant only",0.1,5,"recessive",0.1,27,0,0,27,0,0,NA,1
"Dominant only",0.1,5,"recessive",0.5,1,0,0,1,0,0,NA,1
"Dominant only",0.1,5,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,5,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,5,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,5,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,5,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.1,5,"dominant",0,930513,2000,0,928513,2000,0.00214935202409854,1,0.997850647975902
"Dominant only",0.1,5,"dominant",0.1,324,88,0,236,2000,0.271604938271605,0.044,0.728395061728395
"Dominant only",0.1,5,"dominant",0.5,25,15,0,10,2000,0.6,0.0075,0.4
"Dominant only",0.1,5,"dominant",0.8,6,3,0,3,2000,0.5,0.0015,0.5
"Dominant only",0.1,5,"dominant",0.9,3,1,0,2,2000,0.333333333333333,5e-04,0.666666666666667
"Dominant only",0.1,5,"dominant",0.95,2,1,0,1,2000,0.5,5e-04,0.5
"Dominant only",0.1,5,"dominant",0.99,0,0,0,0,2000,NA,0,NA
"Dominant only",0.1,5,"dominant",1,0,0,0,0,2000,NA,0,NA
"Dominant only",0.2,1,"additive",0,930513,0,400,930113,0,0,NA,1
"Dominant only",0.2,1,"additive",0.1,49,0,35,14,0,0,NA,1
"Dominant only",0.2,1,"additive",0.5,13,0,11,2,0,0,NA,1
"Dominant only",0.2,1,"additive",0.8,3,0,3,0,0,0,NA,1
"Dominant only",0.2,1,"additive",0.9,2,0,2,0,0,0,NA,1
"Dominant only",0.2,1,"additive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,1,"additive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,1,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,1,"recessive",0,766682,0,325,766357,0,0,NA,1
"Dominant only",0.2,1,"recessive",0.1,1,0,0,1,0,0,NA,1
"Dominant only",0.2,1,"recessive",0.5,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,1,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,1,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,1,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,1,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,1,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,1,"dominant",0,930513,400,0,930113,400,0.000429870404819707,1,0.99957012959518
"Dominant only",0.2,1,"dominant",0.1,734,272,0,462,400,0.370572207084469,0.68,0.629427792915531
"Dominant only",0.2,1,"dominant",0.5,161,140,0,21,400,0.869565217391304,0.35,0.130434782608696
"Dominant only",0.2,1,"dominant",0.8,101,99,0,2,400,0.98019801980198,0.2475,0.0198019801980198
"Dominant only",0.2,1,"dominant",0.9,82,81,0,1,400,0.98780487804878,0.2025,0.0121951219512195
"Dominant only",0.2,1,"dominant",0.95,73,72,0,1,400,0.986301369863014,0.18,0.0136986301369863
"Dominant only",0.2,1,"dominant",0.99,58,58,0,0,400,1,0.145,0
"Dominant only",0.2,1,"dominant",1,0,0,0,0,400,NA,0,NA
"Dominant only",0.2,2,"additive",0,928421,0,798,927623,0,0,NA,1
"Dominant only",0.2,2,"additive",0.1,240,0,136,104,0,0,NA,1
"Dominant only",0.2,2,"additive",0.5,29,0,22,7,0,0,NA,1
"Dominant only",0.2,2,"additive",0.8,6,0,4,2,0,0,NA,1
"Dominant only",0.2,2,"additive",0.9,3,0,2,1,0,0,NA,1
"Dominant only",0.2,2,"additive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,2,"additive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,2,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,2,"recessive",0,765050,0,648,764402,0,0,NA,1
"Dominant only",0.2,2,"recessive",0.1,9,0,0,9,0,0,NA,1
"Dominant only",0.2,2,"recessive",0.5,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,2,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,2,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,2,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,2,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,2,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,2,"dominant",0,928421,798,0,927623,798,0.000859523858249652,1,0.99914047614175
"Dominant only",0.2,2,"dominant",0.1,1352,466,0,886,798,0.344674556213018,0.583959899749373,0.655325443786982
"Dominant only",0.2,2,"dominant",0.5,217,184,0,33,798,0.847926267281106,0.230576441102757,0.152073732718894
"Dominant only",0.2,2,"dominant",0.8,106,99,0,7,798,0.933962264150943,0.12406015037594,0.0660377358490566
"Dominant only",0.2,2,"dominant",0.9,84,80,0,4,798,0.952380952380952,0.100250626566416,0.0476190476190476
"Dominant only",0.2,2,"dominant",0.95,64,63,0,1,798,0.984375,0.0789473684210526,0.015625
"Dominant only",0.2,2,"dominant",0.99,40,40,0,0,798,1,0.050125313283208,0
"Dominant only",0.2,2,"dominant",1,0,0,0,0,798,NA,0,NA
"Dominant only",0.2,3,"additive",0,930513,0,1200,929313,0,0,NA,1
"Dominant only",0.2,3,"additive",0.1,404,0,179,225,0,0,NA,1
"Dominant only",0.2,3,"additive",0.5,37,0,30,7,0,0,NA,1
"Dominant only",0.2,3,"additive",0.8,5,0,3,2,0,0,NA,1
"Dominant only",0.2,3,"additive",0.9,2,0,0,2,0,0,NA,1
"Dominant only",0.2,3,"additive",0.95,2,0,0,2,0,0,NA,1
"Dominant only",0.2,3,"additive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,3,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,3,"recessive",0,766682,0,980,765702,0,0,NA,1
"Dominant only",0.2,3,"recessive",0.1,25,0,0,25,0,0,NA,1
"Dominant only",0.2,3,"recessive",0.5,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,3,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,3,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,3,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,3,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,3,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,3,"dominant",0,930513,1200,0,929313,1200,0.00128961121445912,1,0.998710388785541
"Dominant only",0.2,3,"dominant",0.1,1590,537,0,1053,1200,0.337735849056604,0.4475,0.662264150943396
"Dominant only",0.2,3,"dominant",0.5,222,188,0,34,1200,0.846846846846847,0.156666666666667,0.153153153153153
"Dominant only",0.2,3,"dominant",0.8,109,105,0,4,1200,0.963302752293578,0.0875,0.036697247706422
"Dominant only",0.2,3,"dominant",0.9,76,75,0,1,1200,0.986842105263158,0.0625,0.0131578947368421
"Dominant only",0.2,3,"dominant",0.95,58,57,0,1,1200,0.982758620689655,0.0475,0.0172413793103448
"Dominant only",0.2,3,"dominant",0.99,22,22,0,0,1200,1,0.0183333333333333,0
"Dominant only",0.2,3,"dominant",1,0,0,0,0,1200,NA,0,NA
"Dominant only",0.2,4,"additive",0,930513,0,1600,928913,0,0,NA,1
"Dominant only",0.2,4,"additive",0.1,505,0,207,298,0,0,NA,1
"Dominant only",0.2,4,"additive",0.5,30,0,23,7,0,0,NA,1
"Dominant only",0.2,4,"additive",0.8,4,0,2,2,0,0,NA,1
"Dominant only",0.2,4,"additive",0.9,2,0,0,2,0,0,NA,1
"Dominant only",0.2,4,"additive",0.95,1,0,0,1,0,0,NA,1
"Dominant only",0.2,4,"additive",0.99,1,0,0,1,0,0,NA,1
"Dominant only",0.2,4,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,4,"recessive",0,766682,0,1303,765379,0,0,NA,1
"Dominant only",0.2,4,"recessive",0.1,39,0,0,39,0,0,NA,1
