"scenario","pve","K","coding","threshold","n_calls","n_correct","n_wrong_coding","n_wrong_snp","n_true","precision","recall","fdp"
"Additive + Recessive",0.2,4,"recessive",0,2300046,2400,2400,2295246,2400,0.00104345739172173,1,0.998956542608278
"Additive + Recessive",0.2,4,"recessive",0.1,3476,999,12,2465,2400,0.287399309551208,0.41625,0.712600690448792
"Additive + Recessive",0.2,4,"recessive",0.5,432,370,0,62,2400,0.856481481481482,0.154166666666667,0.143518518518519
"Additive + Recessive",0.2,4,"recessive",0.8,276,269,0,7,2400,0.97463768115942,0.112083333333333,0.0253623188405797
"Additive + Recessive",0.2,4,"recessive",0.9,237,231,0,6,2400,0.974683544303797,0.09625,0.0253164556962025
"Additive + Recessive",0.2,4,"recessive",0.95,200,196,0,4,2400,0.98,0.0816666666666667,0.02
"Additive + Recessive",0.2,4,"recessive",0.99,118,118,0,0,2400,1,0.0491666666666667,0
"Additive + Recessive",0.2,4,"recessive",1,0,0,0,0,2400,NA,0,NA
"Additive + Recessive",0.2,4,"dominant",0,2791539,0,4800,2786739,0,0,NA,1
"Additive + Recessive",0.2,4,"dominant",0.1,615,0,220,395,0,0,NA,1
"Additive + Recessive",0.2,4,"dominant",0.5,49,0,37,12,0,0,NA,1
"Additive + Recessive",0.2,4,"dominant",0.8,9,0,9,0,0,0,NA,1
"Additive + Recessive",0.2,4,"dominant",0.9,3,0,3,0,0,0,NA,1
"Additive + Recessive",0.2,4,"dominant",0.95,2,0,2,0,0,0,NA,1
"Additive + Recessive",0.2,4,"dominant",0.99,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.2,4,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.2,5,"additive",0,3722052,4000,4000,3714052,4000,0.00107467601204927,1,0.998925323987951
"Additive + Recessive",0.2,5,"additive",0.1,2930,755,32,2143,4000,0.257679180887372,0.18875,0.742320819112628
"Additive + Recessive",0.2,5,"additive",0.5,296,216,4,76,4000,0.72972972972973,0.054,0.27027027027027
"Additive + Recessive",0.2,5,"additive",0.8,131,108,1,22,4000,0.824427480916031,0.027,0.175572519083969
"Additive + Recessive",0.2,5,"additive",0.9,78,70,0,8,4000,0.897435897435897,0.0175,0.102564102564103
"Additive + Recessive",0.2,5,"additive",0.95,51,49,0,2,4000,0.96078431372549,0.01225,0.0392156862745098
"Additive + Recessive",0.2,5,"additive",0.99,16,15,0,1,4000,0.9375,0.00375,0.0625
"Additive + Recessive",0.2,5,"additive",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive",0.2,5,"recessive",0,3066728,4000,4000,3058728,4000,0.00130432173965216,1,0.998695678260348
"Additive + Recessive",0.2,5,"recessive",0.1,3921,1118,22,2781,4000,0.285131344044886,0.2795,0.714868655955114
"Additive + Recessive",0.2,5,"recessive",0.5,471,367,6,98,4000,0.779193205944798,0.09175,0.220806794055202
"Additive + Recessive",0.2,5,"recessive",0.8,274,253,1,20,4000,0.923357664233577,0.06325,0.0766423357664234
"Additive + Recessive",0.2,5,"recessive",0.9,203,194,1,8,4000,0.955665024630542,0.0485,0.0443349753694581
"Additive + Recessive",0.2,5,"recessive",0.95,170,165,0,5,4000,0.970588235294118,0.04125,0.0294117647058824
"Additive + Recessive",0.2,5,"recessive",0.99,89,88,0,1,4000,0.98876404494382,0.022,0.0112359550561798
"Additive + Recessive",0.2,5,"recessive",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive",0.2,5,"dominant",0,3722052,0,8000,3714052,0,0,NA,1
"Additive + Recessive",0.2,5,"dominant",0.1,764,0,223,541,0,0,NA,1
"Additive + Recessive",0.2,5,"dominant",0.5,49,0,25,24,0,0,NA,1
"Additive + Recessive",0.2,5,"dominant",0.8,6,0,4,2,0,0,NA,1
"Additive + Recessive",0.2,5,"dominant",0.9,1,0,0,1,0,0,NA,1
"Additive + Recessive",0.2,5,"dominant",0.95,1,0,0,1,0,0,NA,1
"Additive + Recessive",0.2,5,"dominant",0.99,1,0,0,1,0,0,NA,1
"Additive + Recessive",0.2,5,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.3,2,"additive",0,930513,400,400,929713,400,0.000429870404819707,1,0.99957012959518
"Additive + Recessive",0.3,2,"additive",0.1,815,257,0,558,400,0.315337423312883,0.6425,0.684662576687117
"Additive + Recessive",0.3,2,"additive",0.5,140,119,0,21,400,0.85,0.2975,0.15
"Additive + Recessive",0.3,2,"additive",0.8,87,83,0,4,400,0.954022988505747,0.2075,0.0459770114942529
"Additive + Recessive",0.3,2,"additive",0.9,78,75,0,3,400,0.961538461538462,0.1875,0.0384615384615385
"Additive + Recessive",0.3,2,"additive",0.95,65,64,0,1,400,0.984615384615385,0.16,0.0153846153846154
"Additive + Recessive",0.3,2,"additive",0.99,43,42,0,1,400,0.976744186046512,0.105,0.0232558139534884
"Additive + Recessive",0.3,2,"additive",1,0,0,0,0,400,NA,0,NA
"Additive + Recessive",0.3,2,"recessive",0,766682,400,400,765882,400,0.000521728695860865,1,0.999478271304139
"Additive + Recessive",0.3,2,"recessive",0.1,851,281,2,568,400,0.330199764982374,0.7025,0.669800235017626
"Additive + Recessive",0.3,2,"recessive",0.5,161,148,1,12,400,0.919254658385093,0.37,0.0807453416149068
"Additive + Recessive",0.3,2,"recessive",0.8,126,123,1,2,400,0.976190476190476,0.3075,0.0238095238095238
"Additive + Recessive",0.3,2,"recessive",0.9,114,112,1,1,400,0.982456140350877,0.28,0.0175438596491228
"Additive + Recessive",0.3,2,"recessive",0.95,106,104,1,1,400,0.981132075471698,0.26,0.0188679245283019
"Additive + Recessive",0.3,2,"recessive",0.99,87,86,1,0,400,0.988505747126437,0.215,0.0114942528735632
"Additive + Recessive",0.3,2,"recessive",1,8,8,0,0,400,1,0.02,0
"Additive + Recessive",0.3,2,"dominant",0,930513,0,800,929713,0,0,NA,1
"Additive + Recessive",0.3,2,"dominant",0.1,50,0,18,32,0,0,NA,1
"Additive + Recessive",0.3,2,"dominant",0.5,7,0,6,1,0,0,NA,1
"Additive + Recessive",0.3,2,"dominant",0.8,2,0,2,0,0,0,NA,1
"Additive + Recessive",0.3,2,"dominant",0.9,1,0,1,0,0,0,NA,1
"Additive + Recessive",0.3,2,"dominant",0.95,1,0,1,0,0,0,NA,1
"Additive + Recessive",0.3,2,"dominant",0.99,1,0,1,0,0,0,NA,1
"Additive + Recessive",0.3,2,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.3,3,"additive",0,1861026,1200,1200,1858626,1200,0.000644805607229561,1,0.99935519439277
"Additive + Recessive",0.3,3,"additive",0.1,2076,685,2,1389,1200,0.329961464354528,0.570833333333333,0.670038535645472
"Additive + Recessive",0.3,3,"additive",0.5,348,293,2,53,1200,0.841954022988506,0.244166666666667,0.158045977011494
"Additive + Recessive",0.3,3,"additive",0.8,219,206,1,12,1200,0.940639269406393,0.171666666666667,0.0593607305936073
"Additive + Recessive",0.3,3,"additive",0.9,168,161,0,7,1200,0.958333333333333,0.134166666666667,0.0416666666666667
"Additive + Recessive",0.3,3,"additive",0.95,143,138,0,5,1200,0.965034965034965,0.115,0.034965034965035
"Additive + Recessive",0.3,3,"additive",0.99,85,83,0,2,1200,0.976470588235294,0.0691666666666667,0.0235294117647059
"Additive + Recessive",0.3,3,"additive",1,0,0,0,0,1200,NA,0,NA
"Additive + Recessive",0.3,3,"recessive",0,1533364,1200,1200,1530964,1200,0.000782593043791298,1,0.999217406956209
"Additive + Recessive",0.3,3,"recessive",0.1,2363,757,2,1604,1200,0.320355480321625,0.630833333333333,0.679644519678375
"Additive + Recessive",0.3,3,"recessive",0.5,434,367,0,67,1200,0.845622119815668,0.305833333333333,0.154377880184332
"Additive + Recessive",0.3,3,"recessive",0.8,295,292,0,3,1200,0.989830508474576,0.243333333333333,0.0101694915254237
"Additive + Recessive",0.3,3,"recessive",0.9,267,265,0,2,1200,0.99250936329588,0.220833333333333,0.00749063670411985
"Additive + Recessive",0.3,3,"recessive",0.95,250,249,0,1,1200,0.996,0.2075,0.004
"Additive + Recessive",0.3,3,"recessive",0.99,209,209,0,0,1200,1,0.174166666666667,0
"Additive + Recessive",0.3,3,"recessive",1,5,5,0,0,1200,1,0.00416666666666667,0
"Additive + Recessive",0.3,3,"dominant",0,1861026,0,2400,1858626,0,0,NA,1
"Additive + Recessive",0.3,3,"dominant",0.1,231,0,81,150,0,0,NA,1
"Additive + Recessive",0.3,3,"dominant",0.5,29,0,24,5,0,0,NA,1
"Additive + Recessive",0.3,3,"dominant",0.8,6,0,6,0,0,0,NA,1
"Additive + Recessive",0.3,3,"dominant",0.9,3,0,3,0,0,0,NA,1
"Additive + Recessive",0.3,3,"dominant",0.95,2,0,2,0,0,0,NA,1
"Additive + Recessive",0.3,3,"dominant",0.99,2,0,2,0,0,0,NA,1
"Additive + Recessive",0.3,3,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.3,4,"additive",0,2791539,2400,2400,2786739,2400,0.000859740809639414,1,0.999140259190361
"Additive + Recessive",0.3,4,"additive",0.1,3665,1176,9,2480,2400,0.32087312414734,0.49,0.67912687585266
"Additive + Recessive",0.3,4,"additive",0.5,575,469,1,105,2400,0.815652173913043,0.195416666666667,0.184347826086957
"Additive + Recessive",0.3,4,"additive",0.8,298,276,1,21,2400,0.926174496644295,0.115,0.0738255033557047
"Additive + Recessive",0.3,4,"additive",0.9,222,215,1,6,2400,0.968468468468468,0.0895833333333333,0.0315315315315315
"Additive + Recessive",0.3,4,"additive",0.95,163,157,1,5,2400,0.96319018404908,0.0654166666666667,0.0368098159509202
"Additive + Recessive",0.3,4,"additive",0.99,81,76,0,5,2400,0.938271604938272,0.0316666666666667,0.0617283950617284
"Additive + Recessive",0.3,4,"additive",1,0,0,0,0,2400,NA,0,NA
"Additive + Recessive",0.3,4,"recessive",0,2300046,2400,2400,2295246,2400,0.00104345739172173,1,0.998956542608278
"Additive + Recessive",0.3,4,"recessive",0.1,4400,1394,8,2998,2400,0.316818181818182,0.580833333333333,0.683181818181818
"Additive + Recessive",0.3,4,"recessive",0.5,711,629,3,79,2400,0.884669479606188,0.262083333333333,0.115330520393812
"Additive + Recessive",0.3,4,"recessive",0.8,503,493,0,10,2400,0.980119284294235,0.205416666666667,0.0198807157057654
"Additive + Recessive",0.3,4,"recessive",0.9,444,439,0,5,2400,0.988738738738739,0.182916666666667,0.0112612612612613
"Additive + Recessive",0.3,4,"recessive",0.95,401,397,0,4,2400,0.99002493765586,0.165416666666667,0.00997506234413965
"Additive + Recessive",0.3,4,"recessive",0.99,322,322,0,0,2400,1,0.134166666666667,0
"Additive + Recessive",0.3,4,"recessive",1,1,1,0,0,2400,1,0.000416666666666667,0
"Additive + Recessive",0.3,4,"dominant",0,2791539,0,4800,2786739,0,0,NA,1
"Additive + Recessive",0.3,4,"dominant",0.1,631,0,247,384,0,0,NA,1
"Additive + Recessive",0.3,4,"dominant",0.5,67,0,48,19,0,0,NA,1
"Additive + Recessive",0.3,4,"dominant",0.8,11,0,11,0,0,0,NA,1
"Additive + Recessive",0.3,4,"dominant",0.9,7,0,7,0,0,0,NA,1
"Additive + Recessive",0.3,4,"dominant",0.95,4,0,4,0,0,0,NA,1
"Additive + Recessive",0.3,4,"dominant",0.99,2,0,2,0,0,0,NA,1
"Additive + Recessive",0.3,4,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.3,5,"additive",0,3722052,4000,4000,3714052,4000,0.00107467601204927,1,0.998925323987951
"Additive + Recessive",0.3,5,"additive",0.1,5291,1525,20,3746,4000,0.288225288225288,0.38125,0.711774711774712
"Additive + Recessive",0.3,5,"additive",0.5,749,592,8,149,4000,0.790387182910547,0.148,0.209612817089453
"Additive + Recessive",0.3,5,"additive",0.8,404,352,1,51,4000,0.871287128712871,0.088,0.128712871287129
"Additive + Recessive",0.3,5,"additive",0.9,287,258,0,29,4000,0.898954703832753,0.0645,0.101045296167247
"Additive + Recessive",0.3,5,"additive",0.95,214,199,0,15,4000,0.929906542056075,0.04975,0.0700934579439252
"Additive + Recessive",0.3,5,"additive",0.99,101,93,0,8,4000,0.920792079207921,0.02325,0.0792079207920792
"Additive + Recessive",0.3,5,"additive",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive",0.3,5,"recessive",0,3066728,4000,4000,3058728,4000,0.00130432173965216,1,0.998695678260348
"Additive + Recessive",0.3,5,"recessive",0.1,6367,1972,19,4376,4000,0.309722004083556,0.493,0.690277995916444
"Additive + Recessive",0.3,5,"recessive",0.5,986,821,4,161,4000,0.832657200811359,0.20525,0.167342799188641
"Additive + Recessive",0.3,5,"recessive",0.8,634,606,2,26,4000,0.95583596214511,0.1515,0.0441640378548896
"Additive + Recessive",0.3,5,"recessive",0.9,556,541,0,15,4000,0.973021582733813,0.13525,0.026978417266187
"Additive + Recessive",0.3,5,"recessive",0.95,487,482,0,5,4000,0.989733059548255,0.1205,0.0102669404517454
"Additive + Recessive",0.3,5,"recessive",0.99,371,371,0,0,4000,1,0.09275,0
"Additive + Recessive",0.3,5,"recessive",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive",0.3,5,"dominant",0,3722052,0,8000,3714052,0,0,NA,1
"Additive + Recessive",0.3,5,"dominant",0.1,1010,0,387,623,0,0,NA,1
"Additive + Recessive",0.3,5,"dominant",0.5,68,0,50,18,0,0,NA,1
"Additive + Recessive",0.3,5,"dominant",0.8,15,0,13,2,0,0,NA,1
"Additive + Recessive",0.3,5,"dominant",0.9,2,0,0,2,0,0,NA,1
"Additive + Recessive",0.3,5,"dominant",0.95,1,0,0,1,0,0,NA,1
"Additive + Recessive",0.3,5,"dominant",0.99,1,0,0,1,0,0,NA,1
"Additive + Recessive",0.3,5,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.4,2,"additive",0,930513,400,400,929713,400,0.000429870404819707,1,0.99957012959518
"Additive + Recessive",0.4,2,"additive",0.1,791,280,0,511,400,0.353982300884956,0.7,0.646017699115044
"Additive + Recessive",0.4,2,"additive",0.5,170,146,0,24,400,0.858823529411765,0.365,0.141176470588235
"Additive + Recessive",0.4,2,"additive",0.8,119,116,0,3,400,0.974789915966387,0.29,0.0252100840336134
"Additive + Recessive",0.4,2,"additive",0.9,96,94,0,2,400,0.979166666666667,0.235,0.0208333333333333
"Additive + Recessive",0.4,2,"additive",0.95,85,84,0,1,400,0.988235294117647,0.21,0.0117647058823529
"Additive + Recessive",0.4,2,"additive",0.99,73,72,0,1,400,0.986301369863014,0.18,0.0136986301369863
"Additive + Recessive",0.4,2,"additive",1,1,1,0,0,400,1,0.0025,0
"Additive + Recessive",0.4,2,"recessive",0,766682,400,400,765882,400,0.000521728695860865,1,0.999478271304139
"Additive + Recessive",0.4,2,"recessive",0.1,860,298,3,559,400,0.346511627906977,0.745,0.653488372093023
"Additive + Recessive",0.4,2,"recessive",0.5,165,156,1,8,400,0.945454545454545,0.39,0.0545454545454545
"Additive + Recessive",0.4,2,"recessive",0.8,144,141,1,2,400,0.979166666666667,0.3525,0.0208333333333333
"Additive + Recessive",0.4,2,"recessive",0.9,135,133,1,1,400,0.985185185185185,0.3325,0.0148148148148148
"Additive + Recessive",0.4,2,"recessive",0.95,128,126,1,1,400,0.984375,0.315,0.015625
"Additive + Recessive",0.4,2,"recessive",0.99,109,108,1,0,400,0.990825688073395,0.27,0.00917431192660551
"Additive + Recessive",0.4,2,"recessive",1,30,30,0,0,400,1,0.075,0
"Additive + Recessive",0.4,2,"dominant",0,930513,0,800,929713,0,0,NA,1
"Additive + Recessive",0.4,2,"dominant",0.1,44,0,15,29,0,0,NA,1
"Additive + Recessive",0.4,2,"dominant",0.5,5,0,5,0,0,0,NA,1
"Additive + Recessive",0.4,2,"dominant",0.8,2,0,2,0,0,0,NA,1
"Additive + Recessive",0.4,2,"dominant",0.9,1,0,1,0,0,0,NA,1
"Additive + Recessive",0.4,2,"dominant",0.95,1,0,1,0,0,0,NA,1
"Additive + Recessive",0.4,2,"dominant",0.99,1,0,1,0,0,0,NA,1
"Additive + Recessive",0.4,2,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.4,3,"additive",0,1859283,1200,1200,1856883,1200,0.000645410085500701,1,0.999354589914499
"Additive + Recessive",0.4,3,"additive",0.1,2223,760,1,1462,1200,0.341880341880342,0.633333333333333,0.658119658119658
"Additive + Recessive",0.4,3,"additive",0.5,437,372,0,65,1200,0.851258581235698,0.31,0.148741418764302
"Additive + Recessive",0.4,3,"additive",0.8,288,276,0,12,1200,0.958333333333333,0.23,0.0416666666666667
"Additive + Recessive",0.4,3,"additive",0.9,246,239,0,7,1200,0.971544715447154,0.199166666666667,0.0284552845528455
"Additive + Recessive",0.4,3,"additive",0.95,217,210,0,7,1200,0.967741935483871,0.175,0.032258064516129
"Additive + Recessive",0.4,3,"additive",0.99,152,148,0,4,1200,0.973684210526316,0.123333333333333,0.0263157894736842
"Additive + Recessive",0.4,3,"additive",1,1,1,0,0,1200,1,0.000833333333333333,0
"Additive + Recessive",0.4,3,"recessive",0,1531951,1200,1200,1529551,1200,0.000783314871036998,1,0.999216685128963
"Additive + Recessive",0.4,3,"recessive",0.1,2467,816,2,1649,1200,0.330766112687475,0.68,0.669233887312525
"Additive + Recessive",0.4,3,"recessive",0.5,490,426,0,64,1200,0.869387755102041,0.355,0.130612244897959
"Additive + Recessive",0.4,3,"recessive",0.8,355,347,0,8,1200,0.977464788732394,0.289166666666667,0.0225352112676056
"Additive + Recessive",0.4,3,"recessive",0.9,328,326,0,2,1200,0.99390243902439,0.271666666666667,0.00609756097560976
"Additive + Recessive",0.4,3,"recessive",0.95,303,302,0,1,1200,0.996699669966997,0.251666666666667,0.0033003300330033
"Additive + Recessive",0.4,3,"recessive",0.99,266,266,0,0,1200,1,0.221666666666667,0
"Additive + Recessive",0.4,3,"recessive",1,21,21,0,0,1200,1,0.0175,0
"Additive + Recessive",0.4,3,"dominant",0,1859283,0,2400,1856883,0,0,NA,1
"Additive + Recessive",0.4,3,"dominant",0.1,186,0,66,120,0,0,NA,1
"Additive + Recessive",0.4,3,"dominant",0.5,22,0,17,5,0,0,NA,1
"Additive + Recessive",0.4,3,"dominant",0.8,4,0,4,0,0,0,NA,1
"Additive + Recessive",0.4,3,"dominant",0.9,2,0,2,0,0,0,NA,1
"Additive + Recessive",0.4,3,"dominant",0.95,2,0,2,0,0,0,NA,1
"Additive + Recessive",0.4,3,"dominant",0.99,2,0,2,0,0,0,NA,1
"Additive + Recessive",0.4,3,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.4,4,"additive",0,2791539,2400,2400,2786739,2400,0.000859740809639414,1,0.999140259190361
"Additive + Recessive",0.4,4,"additive",0.1,4284,1375,0,2909,2400,0.320961718020542,0.572916666666667,0.679038281979458
"Additive + Recessive",0.4,4,"additive",0.5,771,632,0,139,2400,0.819714656290532,0.263333333333333,0.180285343709468
"Additive + Recessive",0.4,4,"additive",0.8,436,410,0,26,2400,0.940366972477064,0.170833333333333,0.0596330275229358
"Additive + Recessive",0.4,4,"additive",0.9,355,342,0,13,2400,0.963380281690141,0.1425,0.0366197183098592
"Additive + Recessive",0.4,4,"additive",0.95,311,303,0,8,2400,0.97427652733119,0.12625,0.0257234726688103
"Additive + Recessive",0.4,4,"additive",0.99,207,202,0,5,2400,0.975845410628019,0.0841666666666667,0.0241545893719807
"Additive + Recessive",0.4,4,"additive",1,0,0,0,0,2400,NA,0,NA
"Additive + Recessive",0.4,4,"recessive",0,2300046,2400,2400,2295246,2400,0.00104345739172173,1,0.998956542608278
"Additive + Recessive",0.4,4,"recessive",0.1,4770,1562,11,3197,2400,0.327463312368973,0.650833333333333,0.672536687631027
"Additive + Recessive",0.4,4,"recessive",0.5,822,740,4,78,2400,0.900243309002433,0.308333333333333,0.0997566909975669
"Additive + Recessive",0.4,4,"recessive",0.8,622,611,1,10,2400,0.982315112540193,0.254583333333333,0.0176848874598071
"Additive + Recessive",0.4,4,"recessive",0.9,550,546,1,3,2400,0.992727272727273,0.2275,0.00727272727272727
"Additive + Recessive",0.4,4,"recessive",0.95,522,518,1,3,2400,0.992337164750958,0.215833333333333,0.00766283524904215
"Additive + Recessive",0.4,4,"recessive",0.99,446,445,1,0,2400,0.997757847533632,0.185416666666667,0.00224215246636771
"Additive + Recessive",0.4,4,"recessive",1,13,13,0,0,2400,1,0.00541666666666667,0
"Additive + Recessive",0.4,4,"dominant",0,2791539,0,4800,2786739,0,0,NA,1
"Additive + Recessive",0.4,4,"dominant",0.1,462,0,163,299,0,0,NA,1
"Additive + Recessive",0.4,4,"dominant",0.5,49,0,32,17,0,0,NA,1
"Additive + Recessive",0.4,4,"dominant",0.8,11,0,10,1,0,0,NA,1
"Additive + Recessive",0.4,4,"dominant",0.9,8,0,8,0,0,0,NA,1
"Additive + Recessive",0.4,4,"dominant",0.95,7,0,7,0,0,0,NA,1
"Additive + Recessive",0.4,4,"dominant",0.99,2,0,2,0,0,0,NA,1
"Additive + Recessive",0.4,4,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.4,5,"additive",0,3722052,4000,4000,3714052,4000,0.00107467601204927,1,0.998925323987951
"Additive + Recessive",0.4,5,"additive",0.1,6641,1994,11,4636,4000,0.300255985544346,0.4985,0.699744014455654
"Additive + Recessive",0.4,5,"additive",0.5,1068,889,8,171,4000,0.832397003745318,0.22225,0.167602996254682
"Additive + Recessive",0.4,5,"additive",0.8,679,611,0,68,4000,0.899852724594993,0.15275,0.100147275405007
"Additive + Recessive",0.4,5,"additive",0.9,531,494,0,37,4000,0.930320150659134,0.1235,0.0696798493408663
"Additive + Recessive",0.4,5,"additive",0.95,440,410,0,30,4000,0.931818181818182,0.1025,0.0681818181818182
"Additive + Recessive",0.4,5,"additive",0.99,274,260,0,14,4000,0.948905109489051,0.065,0.0510948905109489
"Additive + Recessive",0.4,5,"additive",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive",0.4,5,"recessive",0,3066728,4000,4000,3058728,4000,0.00130432173965216,1,0.998695678260348
"Additive + Recessive",0.4,5,"recessive",0.1,7553,2404,16,5133,4000,0.318284125513041,0.601,0.681715874486959
"Additive + Recessive",0.4,5,"recessive",0.5,1296,1122,4,170,4000,0.865740740740741,0.2805,0.134259259259259
"Additive + Recessive",0.4,5,"recessive",0.8,940,904,3,33,4000,0.961702127659574,0.226,0.0382978723404255
"Additive + Recessive",0.4,5,"recessive",0.9,807,796,0,11,4000,0.98636926889715,0.199,0.0136307311028501
"Additive + Recessive",0.4,5,"recessive",0.95,738,734,0,4,4000,0.994579945799458,0.1835,0.00542005420054201
"Additive + Recessive",0.4,5,"recessive",0.99,615,615,0,0,4000,1,0.15375,0
"Additive + Recessive",0.4,5,"recessive",1,6,6,0,0,4000,1,0.0015,0
