tissue,model,analysis_set,distance_to_tss_kb,bin_lower_kb,bin_upper_kb,count,proportion,percentage,n_cs_total,n_cs_in_window
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,170,165,175,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,180,175,185,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,190,185,195,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,200,195,205,0,,,0,0
Liver,SuSiE,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,-10,-15,-5,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,0,-5,5,2,0.285714285714286,28.5714285714286,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,10,5,15,2,0.285714285714286,28.5714285714286,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,20,15,25,1,0.142857142857143,14.2857142857143,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,30,25,35,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,40,35,45,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,50,45,55,2,0.285714285714286,28.5714285714286,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,60,55,65,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,70,65,75,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,80,75,85,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,90,85,95,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,100,95,105,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,110,105,115,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,120,115,125,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,130,125,135,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,140,135,145,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,150,145,155,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,160,155,165,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,170,165,175,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,180,175,185,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,190,185,195,0,0,0,7,7
Liver,SuSiE,CSs without a shared biological lead SNP,200,195,205,0,0,0,7,7
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-10,-15,-5,1,0.166666666666667,16.6666666666667,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,0,-5,5,3,0.5,50,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,10,5,15,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,20,15,25,1,0.166666666666667,16.6666666666667,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,30,25,35,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,40,35,45,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,50,45,55,1,0.166666666666667,16.6666666666667,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,60,55,65,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,70,65,75,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,80,75,85,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,90,85,95,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,100,95,105,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,110,105,115,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,120,115,125,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,130,125,135,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,140,135,145,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,150,145,155,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,160,155,165,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,170,165,175,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,180,175,185,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,190,185,195,0,0,0,6,6
Liver,Weighted SuSiE-mix,CSs without a shared biological lead SNP,200,195,205,0,0,0,6,6
Lung,SuSiE,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-100,-105,-95,2,0.142857142857143,14.2857142857143,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-70,-75,-65,1,0.0714285714285714,7.14285714285714,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-50,-55,-45,1,0.0714285714285714,7.14285714285714,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-30,-35,-25,2,0.142857142857143,14.2857142857143,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-20,-25,-15,1,0.0714285714285714,7.14285714285714,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,-10,-15,-5,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,0,-5,5,3,0.214285714285714,21.4285714285714,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,10,5,15,2,0.142857142857143,14.2857142857143,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,20,15,25,1,0.0714285714285714,7.14285714285714,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,30,25,35,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,40,35,45,1,0.0714285714285714,7.14285714285714,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,50,45,55,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,60,55,65,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,70,65,75,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,80,75,85,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,90,85,95,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,100,95,105,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,110,105,115,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,120,115,125,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,130,125,135,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,140,135,145,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,150,145,155,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,160,155,165,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,170,165,175,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,180,175,185,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,190,185,195,0,0,0,16,14
Lung,SuSiE,CSs without a shared biological lead SNP,200,195,205,0,0,0,16,14
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-100,-105,-95,1,0.1,10,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-50,-55,-45,1,0.1,10,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-40,-45,-35,1,0.1,10,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-20,-25,-15,1,0.1,10,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-10,-15,-5,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,0,-5,5,3,0.3,30,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,10,5,15,2,0.2,20,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,20,15,25,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,30,25,35,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,40,35,45,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,50,45,55,1,0.1,10,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,60,55,65,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,70,65,75,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,80,75,85,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,90,85,95,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,100,95,105,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,110,105,115,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,120,115,125,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,130,125,135,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,140,135,145,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,150,145,155,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,160,155,165,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,170,165,175,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,180,175,185,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,190,185,195,0,0,0,12,10
Lung,Weighted SuSiE-mix,CSs without a shared biological lead SNP,200,195,205,0,0,0,12,10
Muscle,SuSiE,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-170,-175,-165,1,0.0303030303030303,3.03030303030303,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-70,-75,-65,1,0.0303030303030303,3.03030303030303,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-60,-65,-55,1,0.0303030303030303,3.03030303030303,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-50,-55,-45,1,0.0303030303030303,3.03030303030303,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-40,-45,-35,2,0.0606060606060606,6.06060606060606,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,-10,-15,-5,6,0.181818181818182,18.1818181818182,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,0,-5,5,3,0.0909090909090909,9.09090909090909,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,10,5,15,5,0.151515151515152,15.1515151515152,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,20,15,25,3,0.0909090909090909,9.09090909090909,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,30,25,35,1,0.0303030303030303,3.03030303030303,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,40,35,45,3,0.0909090909090909,9.09090909090909,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,50,45,55,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,60,55,65,3,0.0909090909090909,9.09090909090909,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,70,65,75,2,0.0606060606060606,6.06060606060606,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,80,75,85,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,90,85,95,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,100,95,105,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,110,105,115,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,120,115,125,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,130,125,135,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,140,135,145,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,150,145,155,1,0.0303030303030303,3.03030303030303,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,160,155,165,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,170,165,175,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,180,175,185,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,190,185,195,0,0,0,42,33
Muscle,SuSiE,CSs without a shared biological lead SNP,200,195,205,0,0,0,42,33
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-190,-195,-185,1,0.0344827586206897,3.44827586206897,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-90,-95,-85,1,0.0344827586206897,3.44827586206897,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-60,-65,-55,1,0.0344827586206897,3.44827586206897,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-50,-55,-45,1,0.0344827586206897,3.44827586206897,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-40,-45,-35,1,0.0344827586206897,3.44827586206897,31,29
Muscle,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-30,-35,-25,1,0.0344827586206897,3.44827586206897,31,29
