tissue,model,distance_to_tss_kb,bin_lower_kb,bin_upper_kb,count,proportion,percentage,n_cs_total,n_cs_in_window
Blood Vessel,Weighted SuSiE-mix,-30,-35,-25,40,0.0411099691675231,4.11099691675231,1028,973
Blood Vessel,Weighted SuSiE-mix,-20,-25,-15,62,0.0637204522096608,6.37204522096608,1028,973
Blood Vessel,Weighted SuSiE-mix,-10,-15,-5,109,0.112024665981501,11.2024665981501,1028,973
Blood Vessel,Weighted SuSiE-mix,0,-5,5,254,0.261048304213772,26.1048304213772,1028,973
Blood Vessel,Weighted SuSiE-mix,10,5,15,94,0.0966084275436793,9.66084275436793,1028,973
Blood Vessel,Weighted SuSiE-mix,20,15,25,62,0.0637204522096608,6.37204522096608,1028,973
Blood Vessel,Weighted SuSiE-mix,30,25,35,40,0.0411099691675231,4.11099691675231,1028,973
Blood Vessel,Weighted SuSiE-mix,40,35,45,35,0.0359712230215827,3.59712230215827,1028,973
Blood Vessel,Weighted SuSiE-mix,50,45,55,25,0.025693730729702,2.5693730729702,1028,973
Blood Vessel,Weighted SuSiE-mix,60,55,65,17,0.0174717368961973,1.74717368961973,1028,973
Blood Vessel,Weighted SuSiE-mix,70,65,75,11,0.0113052415210689,1.13052415210689,1028,973
Blood Vessel,Weighted SuSiE-mix,80,75,85,9,0.0092497430626927,0.92497430626927,1028,973
Blood Vessel,Weighted SuSiE-mix,90,85,95,12,0.0123329907502569,1.23329907502569,1028,973
Blood Vessel,Weighted SuSiE-mix,100,95,105,5,0.00513874614594039,0.513874614594039,1028,973
Blood Vessel,Weighted SuSiE-mix,110,105,115,7,0.00719424460431655,0.719424460431655,1028,973
Blood Vessel,Weighted SuSiE-mix,120,115,125,5,0.00513874614594039,0.513874614594039,1028,973
Blood Vessel,Weighted SuSiE-mix,130,125,135,5,0.00513874614594039,0.513874614594039,1028,973
Blood Vessel,Weighted SuSiE-mix,140,135,145,5,0.00513874614594039,0.513874614594039,1028,973
Blood Vessel,Weighted SuSiE-mix,150,145,155,4,0.00411099691675231,0.411099691675231,1028,973
Blood Vessel,Weighted SuSiE-mix,160,155,165,2,0.00205549845837616,0.205549845837616,1028,973
Blood Vessel,Weighted SuSiE-mix,170,165,175,2,0.00205549845837616,0.205549845837616,1028,973
Blood Vessel,Weighted SuSiE-mix,180,175,185,2,0.00205549845837616,0.205549845837616,1028,973
Blood Vessel,Weighted SuSiE-mix,190,185,195,0,0,0,1028,973
Blood Vessel,Weighted SuSiE-mix,200,195,205,3,0.00308324768756423,0.308324768756423,1028,973
Brain,SuSiE,-200,-205,-195,0,0,0,162,151
Brain,SuSiE,-190,-195,-185,0,0,0,162,151
Brain,SuSiE,-180,-185,-175,0,0,0,162,151
Brain,SuSiE,-170,-175,-165,1,0.00662251655629139,0.662251655629139,162,151
Brain,SuSiE,-160,-165,-155,0,0,0,162,151
Brain,SuSiE,-150,-155,-145,1,0.00662251655629139,0.662251655629139,162,151
Brain,SuSiE,-140,-145,-135,0,0,0,162,151
Brain,SuSiE,-130,-135,-125,3,0.0198675496688742,1.98675496688742,162,151
Brain,SuSiE,-120,-125,-115,0,0,0,162,151
Brain,SuSiE,-110,-115,-105,1,0.00662251655629139,0.662251655629139,162,151
Brain,SuSiE,-100,-105,-95,1,0.00662251655629139,0.662251655629139,162,151
Brain,SuSiE,-90,-95,-85,0,0,0,162,151
Brain,SuSiE,-80,-85,-75,4,0.0264900662251656,2.64900662251656,162,151
Brain,SuSiE,-70,-75,-65,2,0.0132450331125828,1.32450331125828,162,151
Brain,SuSiE,-60,-65,-55,5,0.033112582781457,3.3112582781457,162,151
Brain,SuSiE,-50,-55,-45,3,0.0198675496688742,1.98675496688742,162,151
Brain,SuSiE,-40,-45,-35,7,0.0463576158940397,4.63576158940397,162,151
Brain,SuSiE,-30,-35,-25,4,0.0264900662251656,2.64900662251656,162,151
Brain,SuSiE,-20,-25,-15,15,0.0993377483443709,9.93377483443709,162,151
Brain,SuSiE,-10,-15,-5,19,0.125827814569536,12.5827814569536,162,151
Brain,SuSiE,0,-5,5,29,0.19205298013245,19.205298013245,162,151
Brain,SuSiE,10,5,15,9,0.0596026490066225,5.96026490066225,162,151
Brain,SuSiE,20,15,25,14,0.0927152317880795,9.27152317880795,162,151
Brain,SuSiE,30,25,35,10,0.0662251655629139,6.62251655629139,162,151
Brain,SuSiE,40,35,45,7,0.0463576158940397,4.63576158940397,162,151
Brain,SuSiE,50,45,55,3,0.0198675496688742,1.98675496688742,162,151
Brain,SuSiE,60,55,65,1,0.00662251655629139,0.662251655629139,162,151
Brain,SuSiE,70,65,75,1,0.00662251655629139,0.662251655629139,162,151
Brain,SuSiE,80,75,85,2,0.0132450331125828,1.32450331125828,162,151
Brain,SuSiE,90,85,95,0,0,0,162,151
Brain,SuSiE,100,95,105,0,0,0,162,151
Brain,SuSiE,110,105,115,2,0.0132450331125828,1.32450331125828,162,151
Brain,SuSiE,120,115,125,2,0.0132450331125828,1.32450331125828,162,151
Brain,SuSiE,130,125,135,1,0.00662251655629139,0.662251655629139,162,151
Brain,SuSiE,140,135,145,0,0,0,162,151
Brain,SuSiE,150,145,155,0,0,0,162,151
Brain,SuSiE,160,155,165,3,0.0198675496688742,1.98675496688742,162,151
Brain,SuSiE,170,165,175,0,0,0,162,151
Brain,SuSiE,180,175,185,0,0,0,162,151
Brain,SuSiE,190,185,195,0,0,0,162,151
Brain,SuSiE,200,195,205,1,0.00662251655629139,0.662251655629139,162,151
Brain,Weighted SuSiE-mix,-200,-205,-195,0,0,0,162,151
Brain,Weighted SuSiE-mix,-190,-195,-185,0,0,0,162,151
Brain,Weighted SuSiE-mix,-180,-185,-175,0,0,0,162,151
Brain,Weighted SuSiE-mix,-170,-175,-165,1,0.00662251655629139,0.662251655629139,162,151
Brain,Weighted SuSiE-mix,-160,-165,-155,0,0,0,162,151
Brain,Weighted SuSiE-mix,-150,-155,-145,1,0.00662251655629139,0.662251655629139,162,151
Brain,Weighted SuSiE-mix,-140,-145,-135,0,0,0,162,151
Brain,Weighted SuSiE-mix,-130,-135,-125,3,0.0198675496688742,1.98675496688742,162,151
Brain,Weighted SuSiE-mix,-120,-125,-115,0,0,0,162,151
Brain,Weighted SuSiE-mix,-110,-115,-105,1,0.00662251655629139,0.662251655629139,162,151
Brain,Weighted SuSiE-mix,-100,-105,-95,2,0.0132450331125828,1.32450331125828,162,151
Brain,Weighted SuSiE-mix,-90,-95,-85,0,0,0,162,151
Brain,Weighted SuSiE-mix,-80,-85,-75,3,0.0198675496688742,1.98675496688742,162,151
Brain,Weighted SuSiE-mix,-70,-75,-65,2,0.0132450331125828,1.32450331125828,162,151
Brain,Weighted SuSiE-mix,-60,-65,-55,5,0.033112582781457,3.3112582781457,162,151
Brain,Weighted SuSiE-mix,-50,-55,-45,3,0.0198675496688742,1.98675496688742,162,151
Brain,Weighted SuSiE-mix,-40,-45,-35,7,0.0463576158940397,4.63576158940397,162,151
Brain,Weighted SuSiE-mix,-30,-35,-25,4,0.0264900662251656,2.64900662251656,162,151
Brain,Weighted SuSiE-mix,-20,-25,-15,15,0.0993377483443709,9.93377483443709,162,151
Brain,Weighted SuSiE-mix,-10,-15,-5,19,0.125827814569536,12.5827814569536,162,151
Brain,Weighted SuSiE-mix,0,-5,5,29,0.19205298013245,19.205298013245,162,151
Brain,Weighted SuSiE-mix,10,5,15,9,0.0596026490066225,5.96026490066225,162,151
Brain,Weighted SuSiE-mix,20,15,25,14,0.0927152317880795,9.27152317880795,162,151
Brain,Weighted SuSiE-mix,30,25,35,10,0.0662251655629139,6.62251655629139,162,151
Brain,Weighted SuSiE-mix,40,35,45,7,0.0463576158940397,4.63576158940397,162,151
Brain,Weighted SuSiE-mix,50,45,55,2,0.0132450331125828,1.32450331125828,162,151
Brain,Weighted SuSiE-mix,60,55,65,1,0.00662251655629139,0.662251655629139,162,151
Brain,Weighted SuSiE-mix,70,65,75,1,0.00662251655629139,0.662251655629139,162,151
Brain,Weighted SuSiE-mix,80,75,85,2,0.0132450331125828,1.32450331125828,162,151
Brain,Weighted SuSiE-mix,90,85,95,0,0,0,162,151
Brain,Weighted SuSiE-mix,100,95,105,0,0,0,162,151
Brain,Weighted SuSiE-mix,110,105,115,3,0.0198675496688742,1.98675496688742,162,151
Brain,Weighted SuSiE-mix,120,115,125,2,0.0132450331125828,1.32450331125828,162,151
Brain,Weighted SuSiE-mix,130,125,135,1,0.00662251655629139,0.662251655629139,162,151
Brain,Weighted SuSiE-mix,140,135,145,0,0,0,162,151
Brain,Weighted SuSiE-mix,150,145,155,0,0,0,162,151
Brain,Weighted SuSiE-mix,160,155,165,3,0.0198675496688742,1.98675496688742,162,151
Brain,Weighted SuSiE-mix,170,165,175,0,0,0,162,151
Brain,Weighted SuSiE-mix,180,175,185,0,0,0,162,151
Brain,Weighted SuSiE-mix,190,185,195,0,0,0,162,151
Brain,Weighted SuSiE-mix,200,195,205,1,0.00662251655629139,0.662251655629139,162,151
Breast,SuSiE,-200,-205,-195,1,0.00246305418719212,0.246305418719212,436,406
Breast,SuSiE,-190,-195,-185,0,0,0,436,406
Breast,SuSiE,-180,-185,-175,2,0.00492610837438424,0.492610837438424,436,406
Breast,SuSiE,-170,-175,-165,1,0.00246305418719212,0.246305418719212,436,406
Breast,SuSiE,-160,-165,-155,4,0.00985221674876847,0.985221674876847,436,406
Breast,SuSiE,-150,-155,-145,0,0,0,436,406
Breast,SuSiE,-140,-145,-135,2,0.00492610837438424,0.492610837438424,436,406
Breast,SuSiE,-130,-135,-125,3,0.00738916256157635,0.738916256157635,436,406
Breast,SuSiE,-120,-125,-115,1,0.00246305418719212,0.246305418719212,436,406
Breast,SuSiE,-110,-115,-105,5,0.0123152709359606,1.23152709359606,436,406
Breast,SuSiE,-100,-105,-95,4,0.00985221674876847,0.985221674876847,436,406
Breast,SuSiE,-90,-95,-85,3,0.00738916256157635,0.738916256157635,436,406
Breast,SuSiE,-80,-85,-75,1,0.00246305418719212,0.246305418719212,436,406
Breast,SuSiE,-70,-75,-65,6,0.0147783251231527,1.47783251231527,436,406
Breast,SuSiE,-60,-65,-55,8,0.0197044334975369,1.97044334975369,436,406
Breast,SuSiE,-50,-55,-45,4,0.00985221674876847,0.985221674876847,436,406
Breast,SuSiE,-40,-45,-35,12,0.0295566502463054,2.95566502463054,436,406
Breast,SuSiE,-30,-35,-25,19,0.0467980295566503,4.67980295566503,436,406
Breast,SuSiE,-20,-25,-15,29,0.0714285714285714,7.14285714285714,436,406
Breast,SuSiE,-10,-15,-5,43,0.105911330049261,10.5911330049261,436,406
Breast,SuSiE,0,-5,5,110,0.270935960591133,27.0935960591133,436,406
Breast,SuSiE,10,5,15,36,0.0886699507389163,8.86699507389163,436,406
Breast,SuSiE,20,15,25,29,0.0714285714285714,7.14285714285714,436,406
Breast,SuSiE,30,25,35,26,0.0640394088669951,6.40394088669951,436,406
Breast,SuSiE,40,35,45,13,0.0320197044334975,3.20197044334975,436,406
Breast,SuSiE,50,45,55,13,0.0320197044334975,3.20197044334975,436,406
Breast,SuSiE,60,55,65,3,0.00738916256157635,0.738916256157635,436,406
Breast,SuSiE,70,65,75,4,0.00985221674876847,0.985221674876847,436,406
Breast,SuSiE,80,75,85,5,0.0123152709359606,1.23152709359606,436,406
Breast,SuSiE,90,85,95,1,0.00246305418719212,0.246305418719212,436,406
Breast,SuSiE,100,95,105,2,0.00492610837438424,0.492610837438424,436,406
Breast,SuSiE,110,105,115,2,0.00492610837438424,0.492610837438424,436,406
Breast,SuSiE,120,115,125,0,0,0,436,406
Breast,SuSiE,130,125,135,3,0.00738916256157635,0.738916256157635,436,406
Breast,SuSiE,140,135,145,3,0.00738916256157635,0.738916256157635,436,406
Breast,SuSiE,150,145,155,5,0.0123152709359606,1.23152709359606,436,406
Breast,SuSiE,160,155,165,0,0,0,436,406
Breast,SuSiE,170,165,175,0,0,0,436,406
Breast,SuSiE,180,175,185,2,0.00492610837438424,0.492610837438424,436,406
Breast,SuSiE,190,185,195,0,0,0,436,406
Breast,SuSiE,200,195,205,1,0.00246305418719212,0.246305418719212,436,406
Breast,Weighted SuSiE-mix,-200,-205,-195,1,0.00246913580246914,0.246913580246914,434,405
Breast,Weighted SuSiE-mix,-190,-195,-185,0,0,0,434,405
Breast,Weighted SuSiE-mix,-180,-185,-175,1,0.00246913580246914,0.246913580246914,434,405
Breast,Weighted SuSiE-mix,-170,-175,-165,1,0.00246913580246914,0.246913580246914,434,405
Breast,Weighted SuSiE-mix,-160,-165,-155,4,0.00987654320987654,0.987654320987654,434,405
Breast,Weighted SuSiE-mix,-150,-155,-145,0,0,0,434,405
Breast,Weighted SuSiE-mix,-140,-145,-135,2,0.00493827160493827,0.493827160493827,434,405
Breast,Weighted SuSiE-mix,-130,-135,-125,3,0.00740740740740741,0.740740740740741,434,405
Breast,Weighted SuSiE-mix,-120,-125,-115,1,0.00246913580246914,0.246913580246914,434,405
Breast,Weighted SuSiE-mix,-110,-115,-105,6,0.0148148148148148,1.48148148148148,434,405
Breast,Weighted SuSiE-mix,-100,-105,-95,4,0.00987654320987654,0.987654320987654,434,405
Breast,Weighted SuSiE-mix,-90,-95,-85,3,0.00740740740740741,0.740740740740741,434,405
Breast,Weighted SuSiE-mix,-80,-85,-75,1,0.00246913580246914,0.246913580246914,434,405
Breast,Weighted SuSiE-mix,-70,-75,-65,6,0.0148148148148148,1.48148148148148,434,405
Breast,Weighted SuSiE-mix,-60,-65,-55,8,0.0197530864197531,1.97530864197531,434,405
Breast,Weighted SuSiE-mix,-50,-55,-45,4,0.00987654320987654,0.987654320987654,434,405
Breast,Weighted SuSiE-mix,-40,-45,-35,12,0.0296296296296296,2.96296296296296,434,405
Breast,Weighted SuSiE-mix,-30,-35,-25,19,0.0469135802469136,4.69135802469136,434,405
Breast,Weighted SuSiE-mix,-20,-25,-15,30,0.0740740740740741,7.40740740740741,434,405
Breast,Weighted SuSiE-mix,-10,-15,-5,42,0.103703703703704,10.3703703703704,434,405
Breast,Weighted SuSiE-mix,0,-5,5,109,0.269135802469136,26.9135802469136,434,405
Breast,Weighted SuSiE-mix,10,5,15,35,0.0864197530864198,8.64197530864198,434,405
Breast,Weighted SuSiE-mix,20,15,25,30,0.0740740740740741,7.40740740740741,434,405
Breast,Weighted SuSiE-mix,30,25,35,26,0.0641975308641975,6.41975308641975,434,405
Breast,Weighted SuSiE-mix,40,35,45,13,0.0320987654320988,3.20987654320988,434,405
Breast,Weighted SuSiE-mix,50,45,55,13,0.0320987654320988,3.20987654320988,434,405
Breast,Weighted SuSiE-mix,60,55,65,3,0.00740740740740741,0.740740740740741,434,405
Breast,Weighted SuSiE-mix,70,65,75,4,0.00987654320987654,0.987654320987654,434,405
Breast,Weighted SuSiE-mix,80,75,85,5,0.0123456790123457,1.23456790123457,434,405
Breast,Weighted SuSiE-mix,90,85,95,2,0.00493827160493827,0.493827160493827,434,405
Breast,Weighted SuSiE-mix,100,95,105,2,0.00493827160493827,0.493827160493827,434,405
Breast,Weighted SuSiE-mix,110,105,115,2,0.00493827160493827,0.493827160493827,434,405
Breast,Weighted SuSiE-mix,120,115,125,0,0,0,434,405
Breast,Weighted SuSiE-mix,130,125,135,4,0.00987654320987654,0.987654320987654,434,405
Breast,Weighted SuSiE-mix,140,135,145,2,0.00493827160493827,0.493827160493827,434,405
Breast,Weighted SuSiE-mix,150,145,155,4,0.00987654320987654,0.987654320987654,434,405
Breast,Weighted SuSiE-mix,160,155,165,0,0,0,434,405
Breast,Weighted SuSiE-mix,170,165,175,0,0,0,434,405
Breast,Weighted SuSiE-mix,180,175,185,2,0.00493827160493827,0.493827160493827,434,405
Breast,Weighted SuSiE-mix,190,185,195,0,0,0,434,405
Breast,Weighted SuSiE-mix,200,195,205,1,0.00246913580246914,0.246913580246914,434,405
Colon,SuSiE,-200,-205,-195,1,0.00184162062615101,0.184162062615101,570,543
Colon,SuSiE,-190,-195,-185,1,0.00184162062615101,0.184162062615101,570,543
Colon,SuSiE,-180,-185,-175,4,0.00736648250460405,0.736648250460405,570,543
Colon,SuSiE,-170,-175,-165,3,0.00552486187845304,0.552486187845304,570,543
Colon,SuSiE,-160,-165,-155,2,0.00368324125230203,0.368324125230203,570,543
Colon,SuSiE,-150,-155,-145,2,0.00368324125230203,0.368324125230203,570,543
Colon,SuSiE,-140,-145,-135,3,0.00552486187845304,0.552486187845304,570,543
Colon,SuSiE,-130,-135,-125,0,0,0,570,543
Colon,SuSiE,-120,-125,-115,5,0.00920810313075506,0.920810313075506,570,543
Colon,SuSiE,-110,-115,-105,5,0.00920810313075506,0.920810313075506,570,543
Colon,SuSiE,-100,-105,-95,6,0.0110497237569061,1.10497237569061,570,543
Colon,SuSiE,-90,-95,-85,4,0.00736648250460405,0.736648250460405,570,543
Colon,SuSiE,-80,-85,-75,6,0.0110497237569061,1.10497237569061,570,543
Colon,SuSiE,-70,-75,-65,14,0.0257826887661142,2.57826887661142,570,543
Colon,SuSiE,-60,-65,-55,9,0.0165745856353591,1.65745856353591,570,543
Colon,SuSiE,-50,-55,-45,13,0.0239410681399632,2.39410681399632,570,543
Colon,SuSiE,-40,-45,-35,14,0.0257826887661142,2.57826887661142,570,543
Colon,SuSiE,-30,-35,-25,25,0.0460405156537753,4.60405156537753,570,543
Colon,SuSiE,-20,-25,-15,45,0.0828729281767956,8.28729281767956,570,543
Colon,SuSiE,-10,-15,-5,51,0.0939226519337017,9.39226519337017,570,543
Colon,SuSiE,0,-5,5,130,0.239410681399632,23.9410681399632,570,543
Colon,SuSiE,10,5,15,61,0.112338858195212,11.2338858195212,570,543
Colon,SuSiE,20,15,25,36,0.0662983425414365,6.62983425414365,570,543
Colon,SuSiE,30,25,35,28,0.0515653775322284,5.15653775322284,570,543
Colon,SuSiE,40,35,45,17,0.0313075506445672,3.13075506445672,570,543
Colon,SuSiE,50,45,55,9,0.0165745856353591,1.65745856353591,570,543
Colon,SuSiE,60,55,65,9,0.0165745856353591,1.65745856353591,570,543
Colon,SuSiE,70,65,75,7,0.0128913443830571,1.28913443830571,570,543
Colon,SuSiE,80,75,85,2,0.00368324125230203,0.368324125230203,570,543
Colon,SuSiE,90,85,95,4,0.00736648250460405,0.736648250460405,570,543
Colon,SuSiE,100,95,105,1,0.00184162062615101,0.184162062615101,570,543
Colon,SuSiE,110,105,115,3,0.00552486187845304,0.552486187845304,570,543
Colon,SuSiE,120,115,125,2,0.00368324125230203,0.368324125230203,570,543
Colon,SuSiE,130,125,135,6,0.0110497237569061,1.10497237569061,570,543
Colon,SuSiE,140,135,145,3,0.00552486187845304,0.552486187845304,570,543
Colon,SuSiE,150,145,155,5,0.00920810313075506,0.920810313075506,570,543
Colon,SuSiE,160,155,165,2,0.00368324125230203,0.368324125230203,570,543
Colon,SuSiE,170,165,175,0,0,0,570,543
Colon,SuSiE,180,175,185,1,0.00184162062615101,0.184162062615101,570,543
Colon,SuSiE,190,185,195,2,0.00368324125230203,0.368324125230203,570,543
Colon,SuSiE,200,195,205,2,0.00368324125230203,0.368324125230203,570,543
Colon,Weighted SuSiE-mix,-200,-205,-195,1,0.00184842883548983,0.184842883548983,566,541
Colon,Weighted SuSiE-mix,-190,-195,-185,1,0.00184842883548983,0.184842883548983,566,541
Colon,Weighted SuSiE-mix,-180,-185,-175,5,0.00924214417744917,0.924214417744917,566,541
Colon,Weighted SuSiE-mix,-170,-175,-165,3,0.0055452865064695,0.55452865064695,566,541
Colon,Weighted SuSiE-mix,-160,-165,-155,1,0.00184842883548983,0.184842883548983,566,541
Colon,Weighted SuSiE-mix,-150,-155,-145,2,0.00369685767097967,0.369685767097967,566,541
Colon,Weighted SuSiE-mix,-140,-145,-135,3,0.0055452865064695,0.55452865064695,566,541
Colon,Weighted SuSiE-mix,-130,-135,-125,0,0,0,566,541
Colon,Weighted SuSiE-mix,-120,-125,-115,4,0.00739371534195934,0.739371534195934,566,541
Colon,Weighted SuSiE-mix,-110,-115,-105,4,0.00739371534195934,0.739371534195934,566,541
Colon,Weighted SuSiE-mix,-100,-105,-95,7,0.0129390018484288,1.29390018484288,566,541
Colon,Weighted SuSiE-mix,-90,-95,-85,4,0.00739371534195934,0.739371534195934,566,541
Colon,Weighted SuSiE-mix,-80,-85,-75,6,0.011090573012939,1.1090573012939,566,541
Colon,Weighted SuSiE-mix,-70,-75,-65,14,0.0258780036968577,2.58780036968577,566,541
Colon,Weighted SuSiE-mix,-60,-65,-55,9,0.0166358595194085,1.66358595194085,566,541
Colon,Weighted SuSiE-mix,-50,-55,-45,13,0.0240295748613678,2.40295748613678,566,541
Colon,Weighted SuSiE-mix,-40,-45,-35,14,0.0258780036968577,2.58780036968577,566,541
Colon,Weighted SuSiE-mix,-30,-35,-25,25,0.0462107208872458,4.62107208872458,566,541
Colon,Weighted SuSiE-mix,-20,-25,-15,45,0.0831792975970425,8.31792975970425,566,541
Colon,Weighted SuSiE-mix,-10,-15,-5,49,0.0905730129390018,9.05730129390018,566,541
Colon,Weighted SuSiE-mix,0,-5,5,130,0.240295748613678,24.0295748613678,566,541
Colon,Weighted SuSiE-mix,10,5,15,61,0.11275415896488,11.275415896488,566,541
Colon,Weighted SuSiE-mix,20,15,25,35,0.0646950092421442,6.46950092421442,566,541
Colon,Weighted SuSiE-mix,30,25,35,28,0.0517560073937154,5.17560073937153,566,541
Colon,Weighted SuSiE-mix,40,35,45,17,0.0314232902033272,3.14232902033272,566,541
Colon,Weighted SuSiE-mix,50,45,55,9,0.0166358595194085,1.66358595194085,566,541
Colon,Weighted SuSiE-mix,60,55,65,11,0.0203327171903882,2.03327171903882,566,541
Colon,Weighted SuSiE-mix,70,65,75,7,0.0129390018484288,1.29390018484288,566,541
Colon,Weighted SuSiE-mix,80,75,85,1,0.00184842883548983,0.184842883548983,566,541
Colon,Weighted SuSiE-mix,90,85,95,4,0.00739371534195934,0.739371534195934,566,541
Colon,Weighted SuSiE-mix,100,95,105,1,0.00184842883548983,0.184842883548983,566,541
Colon,Weighted SuSiE-mix,110,105,115,3,0.0055452865064695,0.55452865064695,566,541
Colon,Weighted SuSiE-mix,120,115,125,3,0.0055452865064695,0.55452865064695,566,541
Colon,Weighted SuSiE-mix,130,125,135,6,0.011090573012939,1.1090573012939,566,541
Colon,Weighted SuSiE-mix,140,135,145,3,0.0055452865064695,0.55452865064695,566,541
Colon,Weighted SuSiE-mix,150,145,155,5,0.00924214417744917,0.924214417744917,566,541
Colon,Weighted SuSiE-mix,160,155,165,2,0.00369685767097967,0.369685767097967,566,541
Colon,Weighted SuSiE-mix,170,165,175,0,0,0,566,541
Colon,Weighted SuSiE-mix,180,175,185,1,0.00184842883548983,0.184842883548983,566,541
Colon,Weighted SuSiE-mix,190,185,195,2,0.00369685767097967,0.369685767097967,566,541
Colon,Weighted SuSiE-mix,200,195,205,2,0.00369685767097967,0.369685767097967,566,541
Esophagus,SuSiE,-200,-205,-195,0,0,0,468,444
Esophagus,SuSiE,-190,-195,-185,3,0.00675675675675676,0.675675675675676,468,444
Esophagus,SuSiE,-180,-185,-175,1,0.00225225225225225,0.225225225225225,468,444
Esophagus,SuSiE,-170,-175,-165,3,0.00675675675675676,0.675675675675676,468,444
Esophagus,SuSiE,-160,-165,-155,2,0.00450450450450451,0.450450450450451,468,444
Esophagus,SuSiE,-150,-155,-145,2,0.00450450450450451,0.450450450450451,468,444
Esophagus,SuSiE,-140,-145,-135,1,0.00225225225225225,0.225225225225225,468,444
Esophagus,SuSiE,-130,-135,-125,0,0,0,468,444
Esophagus,SuSiE,-120,-125,-115,2,0.00450450450450451,0.450450450450451,468,444
Esophagus,SuSiE,-110,-115,-105,4,0.00900900900900901,0.900900900900901,468,444
Esophagus,SuSiE,-100,-105,-95,1,0.00225225225225225,0.225225225225225,468,444
Esophagus,SuSiE,-90,-95,-85,1,0.00225225225225225,0.225225225225225,468,444
Esophagus,SuSiE,-80,-85,-75,3,0.00675675675675676,0.675675675675676,468,444
Esophagus,SuSiE,-70,-75,-65,9,0.0202702702702703,2.02702702702703,468,444
Esophagus,SuSiE,-60,-65,-55,10,0.0225225225225225,2.25225225225225,468,444
Esophagus,SuSiE,-50,-55,-45,11,0.0247747747747748,2.47747747747748,468,444
Esophagus,SuSiE,-40,-45,-35,17,0.0382882882882883,3.82882882882883,468,444
Esophagus,SuSiE,-30,-35,-25,19,0.0427927927927928,4.27927927927928,468,444
Esophagus,SuSiE,-20,-25,-15,35,0.0788288288288288,7.88288288288288,468,444
Esophagus,SuSiE,-10,-15,-5,53,0.119369369369369,11.9369369369369,468,444
Esophagus,SuSiE,0,-5,5,106,0.238738738738739,23.8738738738739,468,444
Esophagus,SuSiE,10,5,15,42,0.0945945945945946,9.45945945945946,468,444
Esophagus,SuSiE,20,15,25,33,0.0743243243243243,7.43243243243243,468,444
Esophagus,SuSiE,30,25,35,25,0.0563063063063063,5.63063063063063,468,444
Esophagus,SuSiE,40,35,45,9,0.0202702702702703,2.02702702702703,468,444
Esophagus,SuSiE,50,45,55,4,0.00900900900900901,0.900900900900901,468,444
Esophagus,SuSiE,60,55,65,11,0.0247747747747748,2.47747747747748,468,444
Esophagus,SuSiE,70,65,75,10,0.0225225225225225,2.25225225225225,468,444
Esophagus,SuSiE,80,75,85,3,0.00675675675675676,0.675675675675676,468,444
Esophagus,SuSiE,90,85,95,4,0.00900900900900901,0.900900900900901,468,444
Esophagus,SuSiE,100,95,105,3,0.00675675675675676,0.675675675675676,468,444
Esophagus,SuSiE,110,105,115,1,0.00225225225225225,0.225225225225225,468,444
Esophagus,SuSiE,120,115,125,1,0.00225225225225225,0.225225225225225,468,444
Esophagus,SuSiE,130,125,135,5,0.0112612612612613,1.12612612612613,468,444
Esophagus,SuSiE,140,135,145,2,0.00450450450450451,0.450450450450451,468,444
Esophagus,SuSiE,150,145,155,2,0.00450450450450451,0.450450450450451,468,444
Esophagus,SuSiE,160,155,165,1,0.00225225225225225,0.225225225225225,468,444
Esophagus,SuSiE,170,165,175,1,0.00225225225225225,0.225225225225225,468,444
Esophagus,SuSiE,180,175,185,1,0.00225225225225225,0.225225225225225,468,444
Esophagus,SuSiE,190,185,195,0,0,0,468,444
Esophagus,SuSiE,200,195,205,3,0.00675675675675676,0.675675675675676,468,444
Esophagus,Weighted SuSiE-mix,-200,-205,-195,0,0,0,463,442
Esophagus,Weighted SuSiE-mix,-190,-195,-185,3,0.00678733031674208,0.678733031674208,463,442
Esophagus,Weighted SuSiE-mix,-180,-185,-175,1,0.00226244343891403,0.226244343891403,463,442
Esophagus,Weighted SuSiE-mix,-170,-175,-165,3,0.00678733031674208,0.678733031674208,463,442
Esophagus,Weighted SuSiE-mix,-160,-165,-155,2,0.00452488687782806,0.452488687782805,463,442
Esophagus,Weighted SuSiE-mix,-150,-155,-145,1,0.00226244343891403,0.226244343891403,463,442
Esophagus,Weighted SuSiE-mix,-140,-145,-135,1,0.00226244343891403,0.226244343891403,463,442
Esophagus,Weighted SuSiE-mix,-130,-135,-125,0,0,0,463,442
Esophagus,Weighted SuSiE-mix,-120,-125,-115,1,0.00226244343891403,0.226244343891403,463,442
Esophagus,Weighted SuSiE-mix,-110,-115,-105,4,0.00904977375565611,0.904977375565611,463,442
Esophagus,Weighted SuSiE-mix,-100,-105,-95,1,0.00226244343891403,0.226244343891403,463,442
Esophagus,Weighted SuSiE-mix,-90,-95,-85,1,0.00226244343891403,0.226244343891403,463,442
Esophagus,Weighted SuSiE-mix,-80,-85,-75,3,0.00678733031674208,0.678733031674208,463,442
Esophagus,Weighted SuSiE-mix,-70,-75,-65,8,0.0180995475113122,1.80995475113122,463,442
Esophagus,Weighted SuSiE-mix,-60,-65,-55,10,0.0226244343891403,2.26244343891403,463,442
Esophagus,Weighted SuSiE-mix,-50,-55,-45,11,0.0248868778280543,2.48868778280543,463,442
